# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "transcript" "-F" "GTF" "-O" "-p" "-T" "6" "-a" "genomic.gtf" "-s" "2" "-o" "dimA_2_light_T1.featureCounts.txt" "dimA_2_light_T1.bam" 
Geneid	Chr	Start	End	Strand	Length	dimA_2_light_T1.bam
gene-PA14_18010	CP000438.1	1546003	1547487	+	1485	893
gene-PA14_18020	CP000438.1	1547683	1548468	+	786	1348
gene-PA14_18040	CP000438.1	1549283	1549459	+	177	185
gene-PA14_18050	CP000438.1	1549571	1549993	-	423	1340
gene-PA14_18060	CP000438.1	1550092	1550622	-	531	277
gene-PA14_18070	CP000438.1	1550805	1551002	+	198	416
gene-PA14_18080	CP000438.1	1550981	1551619	-	639	791
gene-PA14_18090	CP000438.1	1551985	1553163	+	1179	395
gene-PA14_18100	CP000438.1	1553171	1553347	-	177	542
gene-PA14_18110	CP000438.1	1553474	1554397	-	924	324
gene-PA14_18120	CP000438.1	1554529	1556022	+	1494	27275
gene-PA14_18140	CP000438.1	1556038	1556934	+	897	8641
gene-PA14_18150	CP000438.1	1557036	1558922	+	1887	1920
gene-PA14_18160	CP000438.1	1558980	1559993	-	1014	1538
gene-PA14_18180	CP000438.1	1560015	1560308	-	294	585
gene-PA14_18200	CP000438.1	1560404	1561324	+	921	475
gene-PA14_18210	CP000438.1	1561612	1562289	-	678	319
gene-PA14_18230	CP000438.1	1562402	1563391	-	990	1191
gene-PA14_18250	CP000438.1	1563719	1566589	+	2871	753
gene-PA14_18260	CP000438.1	1566589	1567533	+	945	395
gene-PA14_18275	CP000438.1	1567535	1569292	+	1758	616
gene-PA14_18300	CP000438.1	1569445	1570839	-	1395	801
gene-PA14_18310	CP000438.1	1570836	1571249	-	414	141
gene-PA14_18320	CP000438.1	1571246	1571593	-	348	134
gene-PA14_18330	CP000438.1	1571590	1573239	-	1650	331
gene-PA14_18340	CP000438.1	1573236	1574123	-	888	279
gene-PA14_18350	CP000438.1	1574120	1576108	-	1989	1216
gene-PA14_18360	CP000438.1	1576105	1577124	-	1020	432
gene-PA14_18370	CP000438.1	1577121	1578269	-	1149	439
gene-PA14_18380	CP000438.1	1578657	1580102	-	1446	229
gene-PA14_18410	CP000438.1	1580299	1580949	-	651	63
gene-PA14_18430	CP000438.1	1581022	1582197	-	1176	36
gene-PA14_18450	CP000438.1	1582212	1583774	-	1563	107
gene-PA14_18470	CP000438.1	1584016	1585119	-	1104	27
gene-PA14_18480	CP000438.1	1585123	1586547	-	1425	39
gene-PA14_18500	CP000438.1	1586560	1588191	-	1632	44
gene-PA14_18510	CP000438.1	1588212	1589684	-	1473	33
gene-PA14_18520	CP000438.1	1589681	1591108	-	1428	33
gene-PA14_18550	CP000438.1	1591122	1592291	-	1170	23
gene-PA14_18565	CP000438.1	1592374	1593867	-	1494	16
gene-PA14_18580	CP000438.1	1593998	1595308	-	1311	47
gene-PA14_18590	CP000438.1	1596211	1596990	-	780	2024
gene-PA14_18600	CP000438.1	1597097	1598179	-	1083	2374
gene-PA14_18610	CP000438.1	1598184	1599101	-	918	2313
gene-PA14_18620	CP000438.1	1599380	1599847	+	468	673
gene-PA14_18630	CP000438.1	1600241	1603228	-	2988	9230
gene-PA14_18640	CP000438.1	1603527	1605635	+	2109	623
gene-PA14_18650	CP000438.1	1605748	1606074	+	327	5977
gene-PA14_18660	CP000438.1	1606157	1607308	+	1152	1036
gene-PA14_18670	CP000438.1	1607376	1607852	-	477	7350
gene-PA14_18680	CP000438.1	1608062	1608283	-	222	264
gene-PA14_18690	CP000438.1	1608543	1609145	+	603	18672
gene-PA14_18700	CP000438.1	1609324	1609998	-	675	2722
gene-PA14_18710	CP000438.1	1609995	1611041	-	1047	3010
gene-PA14_18720	CP000438.1	1611174	1612139	+	966	1248
gene-PA14_18740	CP000438.1	1612257	1613474	+	1218	6635
gene-PA14_18750	CP000438.1	1613566	1613952	-	387	673
gene-PA14_18760	CP000438.1	1614329	1615486	+	1158	157
gene-PA14_18780	CP000438.1	1615483	1618644	+	3162	637
gene-PA14_18790	CP000438.1	1618641	1620116	+	1476	185
gene-PA14_18800	CP000438.1	1620687	1620881	+	195	2997
gene-PA14_18810	CP000438.1	1621282	1622319	+	1038	685
gene-PA14_18820	CP000438.1	1622352	1623338	+	987	360
gene-PA14_18830	CP000438.1	1623369	1624802	+	1434	304
gene-PA14_18850	CP000438.1	1624802	1626253	+	1452	449
gene-PA14_18860	CP000438.1	1626303	1627376	+	1074	395
gene-PA14_18870	CP000438.1	1627576	1627755	-	180	381
gene-PA14_18880	CP000438.1	1627864	1628502	-	639	442
gene-PA14_18890	CP000438.1	1628499	1629215	-	717	263
gene-PA14_18900	CP000438.1	1629208	1629852	-	645	313
gene-PA14_18910	CP000438.1	1629852	1630886	-	1035	601
gene-PA14_18920	CP000438.1	1630889	1633213	-	2325	1222
gene-PA14_18930	CP000438.1	1633210	1633776	-	567	370
gene-PA14_18950	CP000438.1	1633773	1634357	-	585	570
gene-PA14_18960	CP000438.1	1634535	1635233	-	699	2350
gene-PA14_18970	CP000438.1	1635662	1638973	-	3312	8236
gene-PA14_18985	CP000438.1	1638977	1641403	-	2427	3360
gene-PA14_19010	CP000438.1	1641698	1642135	-	438	462
gene-PA14_19020	CP000438.1	1642132	1643358	-	1227	861
gene-PA14_19030	CP000438.1	1643445	1644245	-	801	2056
gene-PA14_19050	CP000438.1	1644279	1646315	-	2037	9817
gene-PA14_19065	CP000438.1	1646446	1647540	+	1095	4402
gene-PA14_19090	CP000438.1	1647642	1648208	+	567	1419
gene-PA14_19100	CP000438.1	1648632	1649519	+	888	14675
gene-PA14_19110	CP000438.1	1649585	1650865	+	1281	9256
gene-PA14_19120	CP000438.1	1650990	1651715	+	726	41053
gene-PA14_19130	CP000438.1	1651896	1652501	+	606	13905
gene-PA14_19140	CP000438.1	1652656	1653462	+	807	2150
gene-PA14_19150	CP000438.1	1653556	1654416	+	861	653
gene-PA14_19160	CP000438.1	1654413	1655312	+	900	701
gene-PA14_19170	CP000438.1	1655333	1655929	-	597	820
gene-PA14_19190	CP000438.1	1656387	1658081	+	1695	6931
gene-PA14_19205	CP000438.1	1658203	1658661	-	459	754
gene-PA14_19210	CP000438.1	1658658	1659200	-	543	1132
gene-PA14_19230	CP000438.1	1659218	1660546	-	1329	1989
gene-PA14_19270	CP000438.1	1660714	1662081	-	1368	47
gene-PA14_19290	CP000438.1	1662267	1663607	+	1341	2578
gene-PA14_19310	CP000438.1	1663729	1665444	-	1716	5822
gene-PA14_19320	CP000438.1	1665661	1666986	+	1326	394
gene-PA14_19330	CP000438.1	1667115	1667345	-	231	210
gene-PA14_19340	CP000438.1	1667396	1670152	-	2757	1364
gene-PA14_19350	CP000438.1	1670289	1671485	-	1197	7182
gene-PA14_19360	CP000438.1	1671482	1673239	-	1758	12690
gene-PA14_19370	CP000438.1	1673280	1675049	-	1770	14912
gene-PA14_19380	CP000438.1	1675192	1675665	+	474	4126
gene-PA14_19390	CP000438.1	1675921	1676673	-	753	722
gene-PA14_19400	CP000438.1	1676774	1678738	-	1965	750
gene-PA14_19410	CP000438.1	1678882	1680372	+	1491	7276
gene-PA14_19430	CP000438.1	1680525	1681709	+	1185	2000
gene-PA14_19450	CP000438.1	1681838	1682503	+	666	1964
gene-PA14_19470	CP000438.1	1682727	1684298	-	1572	1370
gene-PA14_19480	CP000438.1	1684501	1684710	-	210	350
gene-PA14_19490	CP000438.1	1684916	1685554	+	639	582
gene-PA14_19500	CP000438.1	1685805	1686809	+	1005	84
gene-PA14_19510	CP000438.1	1686813	1687637	+	825	66
gene-PA14_19520	CP000438.1	1687634	1688383	+	750	36
gene-PA14_19530	CP000438.1	1688537	1689130	+	594	144
gene-PA14_19540	CP000438.1	1689249	1690220	+	972	107
gene-PA14_19560	CP000438.1	1690298	1691446	+	1149	104
gene-PA14_19570	CP000438.1	1691467	1692255	+	789	58
gene-PA14_19580	CP000438.1	1692252	1693076	+	825	54
gene-PA14_19590	CP000438.1	1693117	1693332	+	216	222
gene-PA14_19600	CP000438.1	1693512	1693850	-	339	1682
gene-PA14_19610	CP000438.1	1693902	1694213	-	312	1764
gene-PA14_19620	CP000438.1	1694342	1694713	-	372	3639
gene-PA14_19630	CP000438.1	1694715	1695275	-	561	3261
gene-PA14_19640	CP000438.1	1695293	1695997	-	705	537
gene-PA14_19650	CP000438.1	1696108	1696665	-	558	41
gene-PA14_19660	CP000438.1	1696945	1697397	+	453	2430
gene-PA14_19670	CP000438.1	1697536	1698429	-	894	279
gene-PA14_19680	CP000438.1	1698525	1698914	+	390	112
gene-PA14_19690	CP000438.1	1698901	1699587	+	687	93
gene-PA14_19700	CP000438.1	1699716	1700495	+	780	686
gene-PA14_19710	CP000438.1	1700492	1701388	+	897	292
gene-PA14_19720	CP000438.1	1701487	1701780	+	294	104
gene-PA14_19730	CP000438.1	1701896	1702807	+	912	548
gene-PA14_19740	CP000438.1	1702924	1703694	+	771	1853
gene-PA14_19750	CP000438.1	1703714	1704058	-	345	491
gene-PA14_19770	CP000438.1	1704093	1705499	-	1407	401
gene-PA14_19800	CP000438.1	1705590	1706333	-	744	241
gene-PA14_19810	CP000438.1	1706618	1708375	+	1758	21
gene-PA14_19830	CP000438.1	1708432	1709802	+	1371	177
gene-PA14_19850	CP000438.1	1709952	1712435	+	2484	93
gene-PA14_19860	CP000438.1	1712442	1713254	-	813	1325
gene-PA14_19870	CP000438.1	1713500	1714525	+	1026	2745
gene-PA14_19900	CP000438.1	1714667	1715764	+	1098	786
gene-PA14_19910	CP000438.1	1715757	1716758	+	1002	701
gene-PA14_19920	CP000438.1	1716776	1717888	+	1113	439
gene-PA14_19930	CP000438.1	1717889	1718347	-	459	177
gene-PA14_19940	CP000438.1	1718381	1718965	-	585	954
gene-PA14_19950	CP000438.1	1719001	1719267	-	267	2248
gene-PA14_19960	CP000438.1	1719477	1719746	+	270	35
gene-PA14_19970	CP000438.1	1719866	1720084	+	219	51
gene-PA14_19990	CP000438.1	1720161	1720676	+	516	39
gene-PA14_20000	CP000438.1	1720741	1721727	+	987	71
gene-PA14_20010	CP000438.1	1721937	1724612	+	2676	35
gene-PA14_20020	CP000438.1	1724698	1725315	+	618	58
gene-PA14_20030	CP000438.1	1725533	1727323	+	1791	21
gene-PA14_20040	CP000438.1	1727320	1728651	+	1332	21
gene-PA14_20050	CP000438.1	1728648	1730003	+	1356	22
gene-PA14_20060	CP000438.1	1729996	1730283	-	288	148
gene-PA14_20070	CP000438.1	1730458	1730943	+	486	67
gene-PA14_20080	CP000438.1	1731056	1732027	+	972	642
gene-PA14_20100	CP000438.1	1732031	1733203	+	1173	319
gene-PA14_20110	CP000438.1	1733200	1734333	+	1134	387
gene-PA14_20120	CP000438.1	1734387	1734728	+	342	1831
gene-PA14_20130	CP000438.1	1734730	1735656	-	927	331
gene-PA14_20140	CP000438.1	1735930	1736706	+	777	7001
gene-PA14_20150	CP000438.1	1736789	1737325	-	537	27
gene-PA14_20170	CP000438.1	1737342	1738169	-	828	30
gene-PA14_20180	CP000438.1	1738160	1739074	-	915	33
gene-PA14_20190	CP000438.1	1739071	1740357	-	1287	51
gene-PA14_20200	CP000438.1	1740354	1742264	-	1911	191
gene-PA14_20230	CP000438.1	1742308	1744455	-	2148	67
gene-PA14_20240	CP000438.1	1744684	1745097	-	414	39
gene-PA14_20250	CP000438.1	1745158	1745460	+	303	22
gene-PA14_20260	CP000438.1	1745467	1746162	-	696	334
gene-PA14_20270	CP000438.1	1746215	1746985	-	771	120
gene-PA14_20280	CP000438.1	1747083	1747448	-	366	484
gene-PA14_20290	CP000438.1	1747602	1747928	-	327	4347
gene-PA14_20300	CP000438.1	1748289	1749125	+	837	146
gene-PA14_20320	CP000438.1	1749178	1750182	+	1005	112
gene-PA14_20330	CP000438.1	1750250	1751044	+	795	83
gene-PA14_20350	CP000438.1	1751065	1751787	+	723	51
gene-PA14_20360	CP000438.1	1751797	1752255	+	459	28
gene-PA14_20370	CP000438.1	1752255	1752884	+	630	75
gene-PA14_20380	CP000438.1	1752884	1753984	+	1101	130
gene-PA14_20390	CP000438.1	1753981	1754865	+	885	157
gene-PA14_20400	CP000438.1	1754862	1755677	+	816	63
gene-PA14_20420	CP000438.1	1755728	1756444	+	717	70
gene-PA14_20430	CP000438.1	1756434	1757597	+	1164	279
gene-PA14_20440	CP000438.1	1757597	1758154	+	558	778
gene-PA14_20450	CP000438.1	1758145	1758915	+	771	480
gene-PA14_20460	CP000438.1	1758954	1759139	-	186	27703
gene-PA14_20470	CP000438.1	1759191	1759337	-	147	39538
gene-PA14_20480	CP000438.1	1759426	1759704	-	279	9369
gene-PA14_20491	CP000438.1	1759897	1760415	-	519	135
gene-PA14_20500	CP000438.1	1760535	1760608	+	74	53
gene-PA14_20510	CP000438.1	1762508	1763482	+	975	1045
gene-PA14_20520	CP000438.1	1763497	1766208	+	2712	1746
gene-PA14_20530	CP000438.1	1766195	1766671	+	477	445
gene-PA14_20550	CP000438.1	1768003	1768341	-	339	132
gene-PA14_20560	CP000438.1	1768608	1769648	+	1041	14874
gene-PA14_20570	CP000438.1	1769732	1770847	+	1116	6784
gene-PA14_20580	CP000438.1	1770873	1772030	+	1158	4168
gene-PA14_20590	CP000438.1	1772027	1772617	+	591	2455
gene-PA14_20600	CP000438.1	1773139	1773813	+	675	714
gene-PA14_20610	CP000438.1	1773860	1774207	-	348	3574
gene-PA14_20620	CP000438.1	1774674	1775732	+	1059	39
gene-PA14_20630	CP000438.1	1775755	1776765	+	1011	28
gene-PA14_20640	CP000438.1	1776770	1777648	-	879	383
gene-PA14_20650	CP000438.1	1777705	1779051	-	1347	2700
gene-PA14_20670	CP000438.1	1779377	1780618	+	1242	9274
gene-PA14_20680	CP000438.1	1780802	1782106	+	1305	2532
gene-PA14_20690	CP000438.1	1782148	1782759	+	612	1361
gene-PA14_20700	CP000438.1	1782763	1783554	-	792	2628
gene-PA14_20720	CP000438.1	1783583	1784053	-	471	2660
gene-PA14_20730	CP000438.1	1784108	1784431	-	324	3986
gene-PA14_20740	CP000438.1	1784576	1785274	-	699	912
gene-PA14_20750	CP000438.1	1785406	1786338	+	933	26254
gene-PA14_20760	CP000438.1	1786415	1787239	+	825	10565
gene-PA14_20770	CP000438.1	1787554	1787859	+	306	3277
gene-PA14_20780	CP000438.1	1787861	1789576	+	1716	5644
gene-PA14_20800	CP000438.1	1789642	1789992	+	351	1069
gene-PA14_20810	CP000438.1	1790076	1792214	+	2139	2382
gene-PA14_20820	CP000438.1	1792303	1793472	+	1170	956
gene-PA14_20840	CP000438.1	1793623	1794639	+	1017	429
gene-PA14_20850	CP000438.1	1794757	1795191	+	435	2971
gene-PA14_20860	CP000438.1	1795468	1797513	+	2046	3454
gene-PA14_20870	CP000438.1	1797521	1799707	-	2187	383
gene-PA14_20880	CP000438.1	1799776	1800066	+	291	199
gene-PA14_20890	CP000438.1	1800156	1801154	+	999	10196
gene-PA14_20900	CP000438.1	1801165	1802331	-	1167	5550
gene-PA14_20920	CP000438.1	1802423	1803175	-	753	6837
gene-PA14_20940	CP000438.1	1803293	1803532	-	240	6785
gene-PA14_20950	CP000438.1	1803546	1804538	-	993	10010
gene-PA14_20960	CP000438.1	1804542	1804967	-	426	9946
gene-PA14_20970	CP000438.1	1804964	1806220	-	1257	16627
gene-PA14_20980	CP000438.1	1806213	1807127	-	915	12016
gene-PA14_21000	CP000438.1	1807129	1808457	-	1329	10064
gene-PA14_21010	CP000438.1	1808454	1809620	-	1167	5413
gene-PA14_21020	CP000438.1	1809617	1816675	-	7059	24446
gene-PA14_21030	CP000438.1	1817157	1817762	+	606	24097
gene-PA14_21040	CP000438.1	1818107	1818994	-	888	139
gene-PA14_21050	CP000438.1	1819004	1820782	-	1779	362
gene-PA14_21060	CP000438.1	1820779	1821654	-	876	201
gene-PA14_21070	CP000438.1	1822080	1822778	+	699	397
gene-PA14_21080	CP000438.1	1822786	1823700	-	915	201
gene-PA14_21090	CP000438.1	1823789	1824244	+	456	24
gene-PA14_21110	CP000438.1	1824476	1826554	+	2079	84
gene-PA14_21120	CP000438.1	1826612	1827112	-	501	331
gene-PA14_21130	CP000438.1	1827178	1827906	-	729	598
gene-PA14_21140	CP000438.1	1828013	1828783	-	771	370
gene-PA14_21150	CP000438.1	1828780	1829613	-	834	544
gene-PA14_21160	CP000438.1	1829607	1830410	-	804	1165
gene-PA14_21175	CP000438.1	1830407	1831414	-	1008	3096
gene-PA14_21180	CP000438.1	1831413	1832303	+	891	513
gene-PA14_21190	CP000438.1	1832307	1834664	-	2358	2575
gene-PA14_21210	CP000438.1	1834819	1836474	+	1656	480
gene-PA14_21220	CP000438.1	1836543	1836998	-	456	23804
gene-PA14_21230	CP000438.1	1837281	1840133	-	2853	5357
gene-PA14_21240	CP000438.1	1840369	1840677	+	309	965
gene-PA14_21250	CP000438.1	1840731	1841333	+	603	800
gene-PA14_21260	CP000438.1	1841740	1841853	+	114	6728
gene-PA14_21280	CP000438.1	1842061	1844055	+	1995	674
gene-PA14_21290	CP000438.1	1844273	1845130	+	858	308
gene-PA14_21300	CP000438.1	1845111	1846286	-	1176	383
gene-PA14_21310	CP000438.1	1846437	1846907	-	471	2611
gene-PA14_21320	CP000438.1	1846904	1847854	-	951	1861
gene-PA14_21340	CP000438.1	1848101	1849789	+	1689	5237
gene-PA14_21370	CP000438.1	1850024	1851712	+	1689	7896
gene-PA14_21380	CP000438.1	1851742	1852044	+	303	55
gene-PA14_21400	CP000438.1	1852220	1856200	+	3981	2652
gene-PA14_21410	CP000438.1	1856273	1857703	-	1431	86
gene-PA14_21440	CP000438.1	1857908	1858345	+	438	2441
gene-PA14_21450	CP000438.1	1858574	1860640	+	2067	3769
gene-PA14_21460	CP000438.1	1860650	1861465	+	816	1075
gene-PA14_21470	CP000438.1	1861405	1861983	+	579	683
gene-PA14_21480	CP000438.1	1862506	1863060	+	555	1387
gene-PA14_21490	CP000438.1	1863075	1865723	+	2649	5887
gene-PA14_21510	CP000438.1	1865762	1866175	-	414	674
gene-PA14_21520	CP000438.1	1866255	1866758	+	504	1121
gene-PA14_21530	CP000438.1	1866762	1867277	-	516	337
gene-PA14_21540	CP000438.1	1867837	1868889	+	1053	2467
gene-PA14_21550	CP000438.1	1868892	1869503	+	612	2092
gene-PA14_21560	CP000438.1	1869497	1869736	+	240	866
gene-PA14_21570	CP000438.1	1870142	1870456	+	315	281
gene-PA14_21580	CP000438.1	1870475	1871329	+	855	478
gene-PA14_21590	CP000438.1	1871326	1872060	+	735	129
gene-PA14_21600	CP000438.1	1872063	1872653	+	591	81
gene-PA14_21610	CP000438.1	1872900	1874216	+	1317	48
gene-PA14_21620	CP000438.1	1874675	1875997	+	1323	20
gene-PA14_21630	CP000438.1	1876166	1876465	+	300	3654
gene-PA14_21640	CP000438.1	1876590	1877402	+	813	969
gene-PA14_21650	CP000438.1	1877635	1878057	+	423	628
gene-PA14_21660	CP000438.1	1878054	1878383	+	330	247
gene-PA14_21670	CP000438.1	1878462	1878749	-	288	557
gene-PA14_21680	CP000438.1	1878700	1879299	+	600	190
gene-PA14_21690	CP000438.1	1879368	1883714	+	4347	2012
gene-PA14_21700	CP000438.1	1883722	1887201	-	3480	1541
gene-PA14_21710	CP000438.1	1887467	1888054	+	588	748
gene-PA14_21720	CP000438.1	1888121	1888975	+	855	471
gene-PA14_21730	CP000438.1	1889072	1891237	+	2166	681
gene-PA14_21750	CP000438.1	1891412	1893286	+	1875	1436
gene-PA14_21760	CP000438.1	1893347	1893556	-	210	8563
gene-PA14_21770	CP000438.1	1893771	1894085	-	315	333
gene-PA14_21780	CP000438.1	1894225	1895160	-	936	655
gene-PA14_21790	CP000438.1	1895247	1896167	-	921	3205
gene-PA14_21800	CP000438.1	1896332	1896404	+	73	825
gene-PA14_21810	CP000438.1	1896424	1896497	+	74	925
gene-PA14_21820	CP000438.1	1896757	1897518	+	762	15121
gene-PA14_21830	CP000438.1	1897888	1898319	+	432	3522
gene-PA14_21840	CP000438.1	1898307	1899053	-	747	1519
gene-PA14_21850	CP000438.1	1899157	1899468	+	312	976
gene-PA14_21860	CP000438.1	1899826	1900305	+	480	862
gene-PA14_21870	CP000438.1	1900319	1902124	-	1806	753
gene-PA14_21880	CP000438.1	1902163	1904259	-	2097	28973
gene-PA14_21890	CP000438.1	1904389	1905351	+	963	5295
gene-PA14_21900	CP000438.1	1905418	1905996	-	579	2657
gene-PA14_21910	CP000438.1	1906068	1907063	-	996	1084
gene-PA14_21920	CP000438.1	1907066	1907863	-	798	344
gene-PA14_21930	CP000438.1	1907850	1908689	-	840	268
gene-PA14_21940	CP000438.1	1908686	1909495	-	810	578
gene-PA14_21960	CP000438.1	1909550	1910608	-	1059	3030
gene-PA14_21970	CP000438.1	1910972	1911688	+	717	665
gene-PA14_21980	CP000438.1	1911754	1912305	+	552	569
gene-PA14_21990	CP000438.1	1912348	1913637	-	1290	3041
gene-PA14_22000	CP000438.1	1913806	1914441	-	636	996
gene-PA14_22010	CP000438.1	1914545	1914799	-	255	1968
gene-PA14_22020	CP000438.1	1914796	1915611	-	816	5976
gene-PA14_22040	CP000438.1	1915673	1916464	-	792	2094
gene-PA14_22050	CP000438.1	1916624	1917562	+	939	893
gene-PA14_22060	CP000438.1	1917630	1918799	+	1170	1474
gene-PA14_22075	CP000438.1	1918863	1919495	-	633	1588
gene-PA14_22080	CP000438.1	1922000	1922695	-	696	458
gene-PA14_22090	CP000438.1	1923032	1924132	-	1101	109
gene-PA14_22100	CP000438.1	1926578	1927303	-	726	87
gene-PA14_22110	CP000438.1	1927460	1928419	-	960	46
gene-PA14_22120	CP000438.1	1929042	1931366	-	2325	143
gene-PA14_22130	CP000438.1	1931382	1932050	-	669	15
gene-PA14_22140	CP000438.1	1933020	1933820	-	801	34
gene-PA14_22160	CP000438.1	1934355	1934861	-	507	32
gene-PA14_22180	CP000438.1	1934977	1935117	-	141	52
gene-PA14_22190	CP000438.1	1935114	1935500	-	387	358
gene-PA14_22210	CP000438.1	1935570	1935905	-	336	109
gene-PA14_22220	CP000438.1	1935907	1936104	-	198	62
gene-PA14_22230	CP000438.1	1936671	1936868	-	198	82
gene-PA14_22240	CP000438.1	1937290	1937691	-	402	72
gene-PA14_22250	CP000438.1	1937791	1938417	-	627	74
gene-PA14_22260	CP000438.1	1938450	1938800	-	351	17
gene-PA14_22270	CP000438.1	1939714	1941291	-	1578	2445
gene-PA14_22280	CP000438.1	1941322	1941585	-	264	493
gene-PA14_22290	CP000438.1	1941725	1942528	-	804	2201
gene-PA14_22310	CP000438.1	1942532	1943893	-	1362	2742
gene-PA14_22320	CP000438.1	1944036	1944257	-	222	16
gene-PA14_22330	CP000438.1	1944551	1945408	+	858	648
gene-PA14_22340	CP000438.1	1945626	1945937	+	312	1530
gene-PA14_22350	CP000438.1	1945934	1947589	+	1656	1829
gene-PA14_22370	CP000438.1	1947679	1949478	+	1800	1383
gene-PA14_22380	CP000438.1	1949475	1950101	+	627	542
gene-PA14_22400	CP000438.1	1950210	1950368	+	159	910
gene-PA14_22410	CP000438.1	1950645	1951769	+	1125	1081
gene-PA14_22420	CP000438.1	1951802	1952068	-	267	248
gene-PA14_22440	CP000438.1	1952350	1954182	-	1833	4321
gene-PA14_22450	CP000438.1	1954245	1954808	-	564	3714
gene-PA14_22460	CP000438.1	1954790	1955617	-	828	2178
gene-PA14_22470	CP000438.1	1955624	1956553	-	930	2046
gene-PA14_22480	CP000438.1	1956753	1957070	+	318	1312
gene-PA14_22490	CP000438.1	1957217	1957858	+	642	283
gene-PA14_22500	CP000438.1	1958113	1958847	-	735	127
gene-PA14_22510	CP000438.1	1958941	1959333	-	393	65
gene-PA14_22520	CP000438.1	1959439	1960494	-	1056	281
gene-PA14_22530	CP000438.1	1960424	1961041	-	618	152
gene-PA14_22540	CP000438.1	1961117	1961671	-	555	64
gene-PA14_22550	CP000438.1	1961914	1962726	+	813	528
gene-PA14_22560	CP000438.1	1962803	1963696	-	894	2507
gene-PA14_22570	CP000438.1	1963706	1964041	-	336	2143
gene-PA14_22580	CP000438.1	1964106	1964870	-	765	624
gene-PA14_22590	CP000438.1	1965017	1965829	+	813	53
gene-PA14_22600	CP000438.1	1965826	1966881	+	1056	96
gene-PA14_22620	CP000438.1	1966871	1968262	-	1392	803
gene-PA14_22630	CP000438.1	1968479	1968796	-	318	257
gene-PA14_22640	CP000438.1	1968939	1969952	+	1014	699
gene-PA14_22650	CP000438.1	1969975	1970619	-	645	2917
gene-PA14_22660	CP000438.1	1970616	1971554	-	939	2500
gene-PA14_22670	CP000438.1	1971556	1972350	-	795	971
gene-PA14_22680	CP000438.1	1972347	1973492	-	1146	2096
gene-PA14_22690	CP000438.1	1973559	1975013	-	1455	768
gene-PA14_22700	CP000438.1	1975171	1975542	+	372	16
gene-PA14_22710	CP000438.1	1975607	1976167	+	561	2343
gene-PA14_22720	CP000438.1	1976148	1976624	-	477	126
gene-PA14_22730	CP000438.1	1976668	1978005	-	1338	390
gene-PA14_22740	CP000438.1	1978120	1978560	-	441	468
gene-PA14_22760	CP000438.1	1978689	1979366	-	678	1150
gene-PA14_22770	CP000438.1	1979377	1979745	-	369	1612
gene-PA14_22780	CP000438.1	1979921	1980220	-	300	3433
gene-PA14_22800	CP000438.1	1980222	1980809	-	588	1974
gene-PA14_22820	CP000438.1	1981024	1981911	+	888	1405
gene-PA14_22830	CP000438.1	1981908	1982537	+	630	2970
gene-PA14_22840	CP000438.1	1982710	1983462	+	753	1976
gene-PA14_22860	CP000438.1	1983607	1984599	+	993	2136
gene-PA14_22870	CP000438.1	1984681	1985211	+	531	829
gene-PA14_22880	CP000438.1	1985296	1985508	+	213	279
gene-PA14_22890	CP000438.1	1985515	1986519	-	1005	2761
