# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "./references/genomic.gtf" "./results/bowtie2/wt_1_dark_T1.bam" "--minOverlap" "30" "-s" "2" "-p" "-t" "gene" "-o" "./results/featureCounts_30/wt_1_dark_T1.txt" 
Geneid	Chr	Start	End	Strand	Length	./results/bowtie2/wt_1_dark_T1.bam
PA14_19340	CP000438.1	1667396	1670152	-	2757	2354
PA14_19350	CP000438.1	1670289	1671485	-	1197	13254
PA14_19360	CP000438.1	1671482	1673239	-	1758	25735
PA14_19370	CP000438.1	1673280	1675049	-	1770	30096
PA14_19380	CP000438.1	1675192	1675665	+	474	9694
PA14_19390	CP000438.1	1675921	1676673	-	753	1179
PA14_19400	CP000438.1	1676774	1678738	-	1965	1796
PA14_19410	CP000438.1	1678882	1680372	+	1491	11227
PA14_19430	CP000438.1	1680525	1681709	+	1185	2728
PA14_19450	CP000438.1	1681838	1682503	+	666	4484
PA14_19470	CP000438.1	1682727	1684298	-	1572	3050
PA14_19480	CP000438.1	1684501	1684710	-	210	594
PA14_19490	CP000438.1	1684916	1685554	+	639	568
PA14_19500	CP000438.1	1685805	1686809	+	1005	177
PA14_19510	CP000438.1	1686813	1687637	+	825	182
PA14_19520	CP000438.1	1687634	1688383	+	750	54
PA14_19530	CP000438.1	1688537	1689130	+	594	275
PA14_19540	CP000438.1	1689249	1690220	+	972	299
PA14_19560	CP000438.1	1690298	1691446	+	1149	181
PA14_19570	CP000438.1	1691467	1692255	+	789	87
PA14_19580	CP000438.1	1692252	1693076	+	825	91
PA14_19590	CP000438.1	1693117	1693332	+	216	266
PA14_19600	CP000438.1	1693512	1693850	-	339	2567
PA14_19610	CP000438.1	1693902	1694213	-	312	2186
PA14_19620	CP000438.1	1694342	1694713	-	372	3929
PA14_19630	CP000438.1	1694715	1695275	-	561	4152
PA14_19640	CP000438.1	1695293	1695997	-	705	1199
PA14_19650	CP000438.1	1696108	1696665	-	558	144
PA14_19660	CP000438.1	1696945	1697397	+	453	4738
PA14_19670	CP000438.1	1697536	1698429	-	894	474
PA14_19680	CP000438.1	1698525	1698914	+	390	473
PA14_19690	CP000438.1	1698901	1699587	+	687	272
PA14_19700	CP000438.1	1699716	1700495	+	780	1558
PA14_19710	CP000438.1	1700492	1701388	+	897	524
PA14_19720	CP000438.1	1701487	1701780	+	294	143
PA14_19730	CP000438.1	1701896	1702807	+	912	993
PA14_19740	CP000438.1	1702924	1703694	+	771	3036
PA14_19750	CP000438.1	1703714	1704058	-	345	777
PA14_19770	CP000438.1	1704093	1705499	-	1407	616
PA14_19800	CP000438.1	1705590	1706333	-	744	397
PA14_19810	CP000438.1	1706618	1708375	+	1758	69
PA14_19830	CP000438.1	1708432	1709802	+	1371	375
PA14_19850	CP000438.1	1709952	1712435	+	2484	240
PA14_19860	CP000438.1	1712442	1713254	-	813	2635
PA14_19870	CP000438.1	1713500	1714525	+	1026	7548
PA14_19900	CP000438.1	1714667	1715764	+	1098	1335
PA14_19910	CP000438.1	1715757	1716758	+	1002	909
PA14_19920	CP000438.1	1716776	1717888	+	1113	477
PA14_19930	CP000438.1	1717889	1718347	-	459	247
PA14_19940	CP000438.1	1718381	1718965	-	585	1186
PA14_19950	CP000438.1	1719001	1719267	-	267	3422
PA14_19960	CP000438.1	1719477	1719746	+	270	58
PA14_19970	CP000438.1	1719866	1720084	+	219	101
PA14_19990	CP000438.1	1720161	1720676	+	516	88
PA14_20000	CP000438.1	1720741	1721727	+	987	151
PA14_20010	CP000438.1	1721937	1724612	+	2676	225
PA14_20020	CP000438.1	1724698	1725315	+	618	213
PA14_20030	CP000438.1	1725533	1727323	+	1791	77
PA14_20040	CP000438.1	1727320	1728651	+	1332	55
PA14_20050	CP000438.1	1728648	1730003	+	1356	57
PA14_20060	CP000438.1	1729996	1730283	-	288	658
PA14_20070	CP000438.1	1730458	1730943	+	486	92
PA14_20080	CP000438.1	1731056	1732027	+	972	1292
PA14_20100	CP000438.1	1732031	1733203	+	1173	512
PA14_20110	CP000438.1	1733200	1734333	+	1134	619
PA14_20120	CP000438.1	1734387	1734728	+	342	3205
PA14_20130	CP000438.1	1734730	1735656	-	927	813
PA14_20140	CP000438.1	1735930	1736706	+	777	13171
PA14_20150	CP000438.1	1736789	1737325	-	537	33
PA14_20170	CP000438.1	1737342	1738169	-	828	56
PA14_20180	CP000438.1	1738160	1739074	-	915	33
PA14_20190	CP000438.1	1739071	1740357	-	1287	166
PA14_20200	CP000438.1	1740354	1742264	-	1911	436
PA14_20230	CP000438.1	1742308	1744455	-	2148	186
PA14_20240	CP000438.1	1744684	1745097	-	414	118
PA14_20250	CP000438.1	1745158	1745460	+	303	60
PA14_20260	CP000438.1	1745467	1746162	-	696	637
PA14_20270	CP000438.1	1746215	1746985	-	771	359
PA14_20280	CP000438.1	1747083	1747448	-	366	1288
PA14_20290	CP000438.1	1747602	1747928	-	327	12149
PA14_20300	CP000438.1	1748289	1749125	+	837	278
PA14_20320	CP000438.1	1749178	1750182	+	1005	193
PA14_20330	CP000438.1	1750250	1751044	+	795	90
PA14_20350	CP000438.1	1751065	1751787	+	723	74
PA14_20360	CP000438.1	1751797	1752255	+	459	41
PA14_20370	CP000438.1	1752255	1752884	+	630	139
PA14_20380	CP000438.1	1752884	1753984	+	1101	295
PA14_20390	CP000438.1	1753981	1754865	+	885	203
PA14_20400	CP000438.1	1754862	1755677	+	816	160
PA14_20420	CP000438.1	1755728	1756444	+	717	118
PA14_20430	CP000438.1	1756434	1757597	+	1164	525
PA14_20440	CP000438.1	1757597	1758154	+	558	1175
PA14_20450	CP000438.1	1758145	1758915	+	771	727
PA14_20460	CP000438.1	1758954	1759139	-	186	4961
PA14_20470	CP000438.1	1759191	1759337	-	147	8474
PA14_20480	CP000438.1	1759426	1759704	-	279	7974
PA14_20491	CP000438.1	1759897	1760415	-	519	205
PA14_20500	CP000438.1	1760535	1760608	+	74	66
PA14_20510	CP000438.1	1762508	1763482	+	975	1304
PA14_20520	CP000438.1	1763497	1766208	+	2712	3319
PA14_20530	CP000438.1	1766195	1766671	+	477	682
PA14_20550	CP000438.1	1768003	1768341	-	339	163
PA14_20560	CP000438.1	1768608	1769648	+	1041	22576
PA14_20570	CP000438.1	1769732	1770847	+	1116	10571
PA14_20580	CP000438.1	1770873	1772030	+	1158	5857
PA14_20590	CP000438.1	1772027	1772617	+	591	3330
PA14_20600	CP000438.1	1773139	1773813	+	675	921
PA14_20610	CP000438.1	1773860	1774207	-	348	6082
PA14_20620	CP000438.1	1774674	1775732	+	1059	126
PA14_20630	CP000438.1	1775755	1776765	+	1011	61
PA14_20640	CP000438.1	1776770	1777648	-	879	748
PA14_20650	CP000438.1	1777705	1779051	-	1347	5583
PA14_20670	CP000438.1	1779377	1780618	+	1242	18939
PA14_20680	CP000438.1	1780802	1782106	+	1305	4616
PA14_20690	CP000438.1	1782148	1782759	+	612	2241
PA14_20700	CP000438.1	1782763	1783554	-	792	4707
PA14_20720	CP000438.1	1783583	1784053	-	471	4153
PA14_20730	CP000438.1	1784108	1784431	-	324	7252
PA14_20740	CP000438.1	1784576	1785274	-	699	1285
PA14_20750	CP000438.1	1785406	1786338	+	933	36528
PA14_20760	CP000438.1	1786415	1787239	+	825	12538
PA14_20770	CP000438.1	1787554	1787859	+	306	4413
PA14_20780	CP000438.1	1787861	1789576	+	1716	7725
PA14_20800	CP000438.1	1789642	1789992	+	351	994
PA14_20810	CP000438.1	1790076	1792214	+	2139	4575
PA14_20820	CP000438.1	1792303	1793472	+	1170	1907
PA14_20840	CP000438.1	1793623	1794639	+	1017	1025
PA14_20850	CP000438.1	1794757	1795191	+	435	6039
PA14_20860	CP000438.1	1795468	1797513	+	2046	5656
PA14_20870	CP000438.1	1797521	1799707	-	2187	787
PA14_20880	CP000438.1	1799776	1800066	+	291	293
PA14_20890	CP000438.1	1800156	1801154	+	999	31986
PA14_20900	CP000438.1	1801165	1802331	-	1167	8909
PA14_20920	CP000438.1	1802423	1803175	-	753	10062
PA14_20940	CP000438.1	1803293	1803532	-	240	7344
PA14_20950	CP000438.1	1803546	1804538	-	993	17688
PA14_20960	CP000438.1	1804542	1804967	-	426	12513
PA14_20970	CP000438.1	1804964	1806220	-	1257	30069
PA14_20980	CP000438.1	1806213	1807127	-	915	21479
PA14_21000	CP000438.1	1807129	1808457	-	1329	18261
PA14_21010	CP000438.1	1808454	1809620	-	1167	11807
PA14_21020	CP000438.1	1809617	1816675	-	7059	47661
PA14_21030	CP000438.1	1817157	1817762	+	606	40931
PA14_21040	CP000438.1	1818107	1818994	-	888	264
PA14_21050	CP000438.1	1819004	1820782	-	1779	624
PA14_21060	CP000438.1	1820779	1821654	-	876	331
PA14_21070	CP000438.1	1822080	1822778	+	699	611
PA14_21080	CP000438.1	1822786	1823700	-	915	375
PA14_21090	CP000438.1	1823789	1824244	+	456	52
PA14_21110	CP000438.1	1824476	1826554	+	2079	179
PA14_21120	CP000438.1	1826612	1827112	-	501	481
PA14_21130	CP000438.1	1827178	1827906	-	729	1378
PA14_21140	CP000438.1	1828013	1828783	-	771	484
PA14_21150	CP000438.1	1828780	1829613	-	834	889
PA14_21160	CP000438.1	1829607	1830410	-	804	1906
PA14_21175	CP000438.1	1830407	1831414	-	1008	5867
PA14_21180	CP000438.1	1831413	1832303	+	891	855
PA14_21190	CP000438.1	1832307	1834664	-	2358	3712
PA14_21210	CP000438.1	1834819	1836474	+	1656	839
PA14_21220	CP000438.1	1836543	1836998	-	456	69045
PA14_21230	CP000438.1	1837281	1840133	-	2853	10718
PA14_21240	CP000438.1	1840369	1840677	+	309	1973
PA14_21250	CP000438.1	1840731	1841333	+	603	1627
PA14_21260	CP000438.1	1841740	1841853	+	114	15785
PA14_21280	CP000438.1	1842061	1844055	+	1995	1627
PA14_21290	CP000438.1	1844273	1845130	+	858	571
PA14_21300	CP000438.1	1845111	1846286	-	1176	712
PA14_21310	CP000438.1	1846437	1846907	-	471	4822
PA14_21320	CP000438.1	1846904	1847854	-	951	2666
PA14_21340	CP000438.1	1848101	1849789	+	1689	7941
PA14_21370	CP000438.1	1850024	1851712	+	1689	17075
PA14_21380	CP000438.1	1851742	1852044	+	303	103
PA14_21400	CP000438.1	1852220	1856200	+	3981	5322
PA14_21410	CP000438.1	1856273	1857703	-	1431	121
PA14_21440	CP000438.1	1857908	1858345	+	438	4213
PA14_21450	CP000438.1	1858574	1860640	+	2067	8063
PA14_21460	CP000438.1	1860650	1861465	+	816	2008
PA14_21470	CP000438.1	1861405	1861983	+	579	900
PA14_21480	CP000438.1	1862506	1863060	+	555	2765
PA14_21490	CP000438.1	1863075	1865723	+	2649	11457
PA14_21510	CP000438.1	1865762	1866175	-	414	1291
PA14_21520	CP000438.1	1866255	1866758	+	504	2232
PA14_21530	CP000438.1	1866762	1867277	-	516	1465
PA14_21540	CP000438.1	1867837	1868889	+	1053	4079
PA14_21550	CP000438.1	1868892	1869503	+	612	2825
PA14_21560	CP000438.1	1869497	1869736	+	240	1102
PA14_21570	CP000438.1	1870142	1870456	+	315	408
PA14_21580	CP000438.1	1870475	1871329	+	855	633
PA14_21590	CP000438.1	1871326	1872060	+	735	96
PA14_21600	CP000438.1	1872063	1872653	+	591	83
PA14_21610	CP000438.1	1872900	1874216	+	1317	85
PA14_21620	CP000438.1	1874675	1875997	+	1323	44
PA14_21630	CP000438.1	1876166	1876465	+	300	9560
PA14_21640	CP000438.1	1876590	1877402	+	813	1704
PA14_21650	CP000438.1	1877635	1878057	+	423	969
PA14_21660	CP000438.1	1878054	1878383	+	330	277
PA14_21670	CP000438.1	1878462	1878749	-	288	555
PA14_21680	CP000438.1	1878700	1879299	+	600	286
PA14_21690	CP000438.1	1879368	1883714	+	4347	2989
PA14_21700	CP000438.1	1883722	1887201	-	3480	3397
PA14_21710	CP000438.1	1887467	1888054	+	588	2016
PA14_21720	CP000438.1	1888121	1888975	+	855	780
PA14_21730	CP000438.1	1889072	1891237	+	2166	1215
PA14_21750	CP000438.1	1891412	1893286	+	1875	2599
PA14_21760	CP000438.1	1893347	1893556	-	210	8346
PA14_21770	CP000438.1	1893771	1894085	-	315	587
PA14_21780	CP000438.1	1894225	1895160	-	936	1391
PA14_21790	CP000438.1	1895247	1896167	-	921	6496
PA14_21800	CP000438.1	1896332	1896404	+	73	1022
PA14_21810	CP000438.1	1896424	1896497	+	74	458
PA14_21820	CP000438.1	1896757	1897518	+	762	26484
PA14_21830	CP000438.1	1897888	1898319	+	432	3357
PA14_21840	CP000438.1	1898307	1899053	-	747	2583
PA14_21850	CP000438.1	1899157	1899468	+	312	1503
PA14_21860	CP000438.1	1899826	1900305	+	480	1462
PA14_21870	CP000438.1	1900319	1902124	-	1806	948
PA14_21880	CP000438.1	1902163	1904259	-	2097	48504
PA14_21890	CP000438.1	1904389	1905351	+	963	8667
PA14_21900	CP000438.1	1905418	1905996	-	579	3670
PA14_21910	CP000438.1	1906068	1907063	-	996	1326
PA14_21920	CP000438.1	1907066	1907863	-	798	453
PA14_21930	CP000438.1	1907850	1908689	-	840	306
PA14_21940	CP000438.1	1908686	1909495	-	810	841
PA14_21960	CP000438.1	1909550	1910608	-	1059	4818
PA14_21970	CP000438.1	1910972	1911688	+	717	1239
PA14_21980	CP000438.1	1911754	1912305	+	552	946
PA14_21990	CP000438.1	1912348	1913637	-	1290	6187
PA14_22000	CP000438.1	1913806	1914441	-	636	1727
PA14_22010	CP000438.1	1914545	1914799	-	255	2981
PA14_22020	CP000438.1	1914796	1915611	-	816	8600
PA14_22040	CP000438.1	1915673	1916464	-	792	4565
PA14_22050	CP000438.1	1916624	1917562	+	939	1626
PA14_22060	CP000438.1	1917630	1918799	+	1170	3080
PA14_22075	CP000438.1	1918863	1919495	-	633	3218
PA14_22080	CP000438.1	1922000	1922695	-	696	1290
PA14_22090	CP000438.1	1923032	1924132	-	1101	114
PA14_22100	CP000438.1	1926578	1927303	-	726	137
PA14_22110	CP000438.1	1927460	1928419	-	960	67
PA14_22120	CP000438.1	1929042	1931366	-	2325	185
PA14_22130	CP000438.1	1931382	1932050	-	669	11
PA14_22140	CP000438.1	1933020	1933820	-	801	63
PA14_22160	CP000438.1	1934355	1934861	-	507	33
PA14_22180	CP000438.1	1934977	1935117	-	141	46
PA14_22190	CP000438.1	1935114	1935500	-	387	597
PA14_22210	CP000438.1	1935570	1935905	-	336	112
PA14_22220	CP000438.1	1935907	1936104	-	198	54
PA14_22230	CP000438.1	1936671	1936868	-	198	46
PA14_22240	CP000438.1	1937290	1937691	-	402	72
PA14_22250	CP000438.1	1937791	1938417	-	627	92
PA14_22260	CP000438.1	1938450	1938800	-	351	19
PA14_22270	CP000438.1	1939714	1941291	-	1578	3550
PA14_22280	CP000438.1	1941322	1941585	-	264	424
PA14_22290	CP000438.1	1941725	1942528	-	804	3419
PA14_22310	CP000438.1	1942532	1943893	-	1362	4716
PA14_22320	CP000438.1	1944036	1944257	-	222	103
PA14_22330	CP000438.1	1944551	1945408	+	858	1466
PA14_22340	CP000438.1	1945626	1945937	+	312	2070
PA14_22350	CP000438.1	1945934	1947589	+	1656	3444
PA14_22370	CP000438.1	1947679	1949478	+	1800	2903
PA14_22380	CP000438.1	1949475	1950101	+	627	814
PA14_22400	CP000438.1	1950210	1950368	+	159	848
PA14_22410	CP000438.1	1950645	1951769	+	1125	1393
PA14_22420	CP000438.1	1951802	1952068	-	267	1056
PA14_22440	CP000438.1	1952350	1954182	-	1833	7338
PA14_22450	CP000438.1	1954245	1954808	-	564	5151
PA14_22460	CP000438.1	1954790	1955617	-	828	2379
PA14_22470	CP000438.1	1955624	1956553	-	930	3873
PA14_22480	CP000438.1	1956753	1957070	+	318	1745
PA14_22490	CP000438.1	1957217	1957858	+	642	320
PA14_22500	CP000438.1	1958113	1958847	-	735	212
PA14_22510	CP000438.1	1958941	1959333	-	393	68
PA14_22520	CP000438.1	1959439	1960494	-	1056	353
PA14_22530	CP000438.1	1960424	1961041	-	618	171
PA14_22540	CP000438.1	1961117	1961671	-	555	115
PA14_22550	CP000438.1	1961914	1962726	+	813	954
PA14_22560	CP000438.1	1962803	1963696	-	894	2593
PA14_22570	CP000438.1	1963706	1964041	-	336	2398
PA14_22580	CP000438.1	1964106	1964870	-	765	1378
PA14_22590	CP000438.1	1965017	1965829	+	813	42
PA14_22600	CP000438.1	1965826	1966881	+	1056	114
PA14_22620	CP000438.1	1966871	1968262	-	1392	1335
PA14_22630	CP000438.1	1968479	1968796	-	318	405
PA14_22640	CP000438.1	1968939	1969952	+	1014	1626
PA14_22650	CP000438.1	1969975	1970619	-	645	4480
PA14_22660	CP000438.1	1970616	1971554	-	939	2680
PA14_22670	CP000438.1	1971556	1972350	-	795	1287
PA14_22680	CP000438.1	1972347	1973492	-	1146	4119
PA14_22690	CP000438.1	1973559	1975013	-	1455	1766
PA14_22700	CP000438.1	1975171	1975542	+	372	11
PA14_22710	CP000438.1	1975607	1976167	+	561	5120
PA14_22720	CP000438.1	1976148	1976624	-	477	214
PA14_22730	CP000438.1	1976668	1978005	-	1338	778
PA14_22740	CP000438.1	1978120	1978560	-	441	802
PA14_22760	CP000438.1	1978689	1979366	-	678	1928
PA14_22770	CP000438.1	1979377	1979745	-	369	2405
PA14_22780	CP000438.1	1979921	1980220	-	300	4072
PA14_22800	CP000438.1	1980222	1980809	-	588	2393
PA14_22820	CP000438.1	1981024	1981911	+	888	2054
PA14_22830	CP000438.1	1981908	1982537	+	630	5426
PA14_22840	CP000438.1	1982710	1983462	+	753	2905
PA14_22860	CP000438.1	1983607	1984599	+	993	3304
PA14_22870	CP000438.1	1984681	1985211	+	531	1339
PA14_22880	CP000438.1	1985296	1985508	+	213	309
PA14_22890	CP000438.1	1985515	1986519	-	1005	3044
PA14_22910	CP000438.1	1986649	1988475	+	1827	7537
PA14_22930	CP000438.1	1988578	1989573	+	996	3326
PA14_22940	CP000438.1	1989608	1990336	+	729	1785
PA14_22960	CP000438.1	1990360	1991781	+	1422	1088
PA14_22980	CP000438.1	1992306	1993568	+	1263	25005
PA14_22990	CP000438.1	1993669	1994601	+	933	3401
PA14_23000	CP000438.1	1994594	1995439	+	846	3260
PA14_23010	CP000438.1	1995472	1996632	+	1161	13332
PA14_23030	CP000438.1	1996676	1998040	+	1365	15612
PA14_23050	CP000438.1	1998255	1999106	+	852	4422
PA14_23060	CP000438.1	1999115	1999972	-	858	1356
PA14_23070	CP000438.1	2000159	2001628	+	1470	5360
PA14_23080	CP000438.1	2001615	2002331	+	717	1743
PA14_23090	CP000438.1	2002349	2003011	+	663	1651
PA14_23100	CP000438.1	2003101	2003538	-	438	1289
PA14_23110	CP000438.1	2003686	2004846	+	1161	6207
PA14_23120	CP000438.1	2004939	2005316	+	378	1009
PA14_23130	CP000438.1	2005423	2006346	-	924	1888
PA14_23160	CP000438.1	2006575	2007789	-	1215	222
PA14_23170	CP000438.1	2007828	2008763	-	936	377
PA14_23190	CP000438.1	2008779	2009507	-	729	378
PA14_23200	CP000438.1	2009666	2010406	-	741	5493
PA14_23210	CP000438.1	2010471	2011151	-	681	8537
PA14_23220	CP000438.1	2011148	2011846	-	699	8327
PA14_23240	CP000438.1	2011997	2013331	-	1335	5141
PA14_23250	CP000438.1	2013441	2014517	+	1077	4107
PA14_23260	CP000438.1	2014754	2017519	+	2766	46661
PA14_23270	CP000438.1	2017607	2018692	+	1086	14053
PA14_23280	CP000438.1	2018692	2019789	+	1098	13859
PA14_23290	CP000438.1	2019858	2020967	+	1110	6050
PA14_23310	CP000438.1	2020960	2023200	+	2241	22860
PA14_23320	CP000438.1	2023200	2023889	+	690	9950
PA14_23330	CP000438.1	2024157	2025836	+	1680	158147
PA14_23340	CP000438.1	2025973	2026257	+	285	12801
PA14_23350	CP000438.1	2026291	2026590	+	300	8238
PA14_23360	CP000438.1	2026846	2027928	+	1083	9319
PA14_23370	CP000438.1	2028084	2029220	+	1137	22387
PA14_23380	CP000438.1	2029301	2030569	+	1269	28504
PA14_23390	CP000438.1	2030647	2031909	+	1263	6449
PA14_23400	CP000438.1	2031887	2033236	+	1350	7918
PA14_23410	CP000438.1	2033233	2034075	+	843	9975
PA14_23420	CP000438.1	2034189	2036357	+	2169	81834
PA14_23430	CP000438.1	2036366	2038018	+	1653	29553
PA14_23440	CP000438.1	2038087	2039199	+	1113	33174
PA14_23450	CP000438.1	2039196	2040149	+	954	25579
PA14_23460	CP000438.1	2040149	2041165	+	1017	18344
PA14_23470	CP000438.1	2041610	2043607	+	1998	40104
PA14_23480	CP000438.1	2043798	2044127	+	330	513
PA14_23490	CP000438.1	2044203	2044275	-	73	26
PA14_23500	CP000438.1	2044344	2045540	-	1197	9447
PA14_23510	CP000438.1	2045728	2047740	+	2013	5715
PA14_23520	CP000438.1	2047744	2049243	-	1500	304
PA14_23530	CP000438.1	2049293	2050360	-	1068	206
PA14_23540	CP000438.1	2050430	2051350	+	921	1127
PA14_23560	CP000438.1	2051388	2052872	+	1485	9108
PA14_23570	CP000438.1	2053367	2053439	+	73	309
PA14_23580	CP000438.1	2053489	2053561	+	73	39
PA14_23590	CP000438.1	2053723	2054265	+	543	327
PA14_23610	CP000438.1	2054277	2055134	+	858	584
PA14_23620	CP000438.1	2055247	2055894	+	648	2314
PA14_23630	CP000438.1	2055894	2056331	+	438	1585
PA14_23640	CP000438.1	2056424	2057383	+	960	2176
PA14_23650	CP000438.1	2057398	2058144	-	747	1724
PA14_23670	CP000438.1	2058161	2058964	-	804	3602
PA14_23680	CP000438.1	2059122	2059571	+	450	1603
PA14_23690	CP000438.1	2059615	2060943	-	1329	146
PA14_23700	CP000438.1	2061055	2061966	+	912	788
PA14_23720	CP000438.1	2062046	2062423	+	378	3719
PA14_23730	CP000438.1	2062516	2063409	-	894	1037
PA14_23750	CP000438.1	2063572	2064996	+	1425	2490
PA14_23760	CP000438.1	2065008	2065646	+	639	1351
PA14_23770	CP000438.1	2065916	2066479	+	564	693
PA14_23790	CP000438.1	2066538	2067620	+	1083	3712
PA14_23800	CP000438.1	2067690	2068802	+	1113	20818
PA14_23810	CP000438.1	2068904	2069914	+	1011	2229
PA14_23830	CP000438.1	2070083	2072857	+	2775	36231
PA14_23840	CP000438.1	2072879	2073736	+	858	2572
PA14_23850	CP000438.1	2073825	2074460	+	636	5173
PA14_23860	CP000438.1	2074729	2075601	+	873	8148
PA14_23880	CP000438.1	2075598	2076887	+	1290	7664
PA14_23890	CP000438.1	2076891	2077538	+	648	6063
PA14_23900	CP000438.1	2077612	2078154	+	543	1174
PA14_23920	CP000438.1	2078376	2079881	+	1506	10708
PA14_23930	CP000438.1	2079898	2081109	+	1212	10183
PA14_23950	CP000438.1	2081106	2081873	+	768	3693
PA14_23970	CP000438.1	2081960	2083936	-	1977	22077
PA14_23980	CP000438.1	2083941	2084648	-	708	9305
PA14_23990	CP000438.1	2084868	2086376	+	1509	12841
PA14_24010	CP000438.1	2086376	2087593	+	1218	6010
PA14_24020	CP000438.1	2087598	2088044	+	447	12919
PA14_24040	CP000438.1	2088051	2088569	+	519	4649
PA14_24050	CP000438.1	2088566	2088955	+	390	1921
PA14_24060	CP000438.1	2088952	2089665	+	714	4168
PA14_24070	CP000438.1	2089662	2090663	+	1002	2730
PA14_24080	CP000438.1	2090660	2091808	+	1149	10028
PA14_24100	CP000438.1	2091810	2092334	+	525	2762
PA14_24110	CP000438.1	2092473	2092545	+	73	1343
PA14_24120	CP000438.1	2092565	2092638	+	74	2201
PA14_24130	CP000438.1	2092756	2092829	+	74	993
PA14_24140	CP000438.1	2093120	2094157	-	1038	1153
PA14_24150	CP000438.1	2094154	2095272	-	1119	1363
PA14_24170	CP000438.1	2095487	2097526	+	2040	2314
PA14_24180	CP000438.1	2097863	2099302	+	1440	2296
PA14_24190	CP000438.1	2099307	2100239	+	933	714
PA14_24210	CP000438.1	2100240	2101205	-	966	1755
PA14_24220	CP000438.1	2101330	2102217	+	888	2635
PA14_24230	CP000438.1	2102217	2103197	+	981	1770
PA14_24240	CP000438.1	2103194	2104054	+	861	2153
PA14_24245	CP000438.1	2104138	2104401	+	264	1595
PA14_24260	CP000438.1	2104434	2105234	+	801	3907
PA14_24270	CP000438.1	2105253	2107910	+	2658	31273
PA14_24290	CP000438.1	2108357	2110321	+	1965	3900
PA14_24300	CP000438.1	2110380	2111747	+	1368	3449
PA14_24310	CP000438.1	2111927	2113024	+	1098	3835
PA14_24330	CP000438.1	2113036	2115417	+	2382	3291
PA14_24340	CP000438.1	2115489	2116784	-	1296	1161
PA14_24350	CP000438.1	2116781	2117452	-	672	695
PA14_24360	CP000438.1	2117776	2120700	+	2925	1277
PA14_24370	CP000438.1	2120707	2121786	-	1080	1856
PA14_24380	CP000438.1	2121840	2123471	-	1632	1371
PA14_24390	CP000438.1	2123468	2125228	-	1761	1048
PA14_24400	CP000438.1	2125225	2126247	-	1023	557
PA14_24410	CP000438.1	2126240	2126734	-	495	428
PA14_24420	CP000438.1	2126731	2127669	-	939	1094
PA14_24430	CP000438.1	2127680	2128660	-	981	2952
PA14_24440	CP000438.1	2129153	2129770	+	618	1038
PA14_24445	CP000438.1	2130044	2134906	+	4863	256717
PA14_24480	CP000438.1	2135468	2138314	+	2847	1021
PA14_24490	CP000438.1	2138292	2141873	+	3582	891
PA14_24500	CP000438.1	2141913	2142431	+	519	458
PA14_24510	CP000438.1	2142437	2143804	+	1368	1038
PA14_24530	CP000438.1	2143782	2144771	+	990	482
PA14_24550	CP000438.1	2144768	2146291	+	1524	1058
PA14_24560	CP000438.1	2146293	2147663	+	1371	491
PA14_24570	CP000438.1	2147704	2147934	-	231	55
PA14_24580	CP000438.1	2148060	2148536	+	477	846
PA14_24590	CP000438.1	2148574	2149050	+	477	2399
PA14_24600	CP000438.1	2149167	2151071	-	1905	14835
