,wt_light_mean_rpm,wt_dark_mean_rpm,log2_FC,-log10_pval,protein_ID,common_name,product
gene-PA14_16670,87.69611925302202,65.95927523773777,0.4109374496934327,1.2909485385376045,cds-ABJ12922.1,cadR,putative transcriptional regulator CadR
gene-PA14_16680,84.21437946098509,147.70478016744912,-0.8105780122207787,1.974930331524893,cds-ABJ12921.1,PA14_16680,conserved hypothetical protein
gene-PA14_16690,311.09115894256894,373.88748477601627,-0.26526678477621957,1.1736397594193504,cds-ABJ12920.1,ppc,phosphoenolpyruvate carboxylase
gene-PA14_16700,655.6089932089191,422.99171615873433,0.6322062333086552,2.3062398314207426,cds-ABJ12919.1,adk,adenylate kinase
gene-PA14_16710,76.40545551200938,68.35637810323898,0.16059969407193417,0.4310883491872961,cds-ABJ12918.1,yeaZ,putative protease with chaperone activity
gene-PA14_16720,15.990743209368063,24.0460677927038,-0.5885639685188515,1.280445184785878,cds-ABJ12917.1,PA14_16720,conserved hypothetical protein
gene-PA14_16730,20.778482431602615,24.71113745862495,-0.25007111858917846,0.7266643314344826,cds-ABJ12916.1,PA14_16730,conserved hypothetical protein
gene-PA14_16740,46.38334993504693,74.76411107305344,-0.6887388700078101,1.8984189017717914,cds-ABJ12915.1,PA14_16740,putative carboxyvinyl-carboxyphosphonate phosphorylmutase
gene-PA14_16750,25.383121083099496,32.50123358606937,-0.3566249918008848,0.9528568313584818,cds-ABJ12914.1,PA14_16750,putative inner membrane protein
gene-PA14_16770,47.824675291610816,36.51552378695528,0.38924523887563817,1.4167791204500366,cds-ABJ12913.1,PA14_16770,conserved hypothetical protein
gene-PA14_16780,56.656877447618086,48.64639928869406,0.2199180643843698,0.9113947124969419,cds-ABJ12912.1,PA14_16780,putative cytochrome P450
gene-PA14_16790,89.17950276771496,136.40807511061428,-0.6131449853359106,3.239305858342378,cds-ABJ12911.1,PA14_16790,putative transcriptional regulator%2C tetR family
gene-PA14_16800,102.47461531536271,177.70856030381586,-0.7942465981550215,2.179445013411443,cds-ABJ12910.1,PA14_16800,putative efflux transmembrane protein
gene-PA14_16820,264.33145072236675,323.54322994543537,-0.2916103983873783,2.332747209868304,cds-ABJ12909.1,PA14_16820,putative efflux transmembrane protein
gene-PA14_16830,71.81896230363311,60.249835543977156,0.2534075006748229,2.0290999647428865,cds-ABJ12908.1,PA14_16830,conserved hypothetical protein
gene-PA14_16840,78.18646880023628,97.85922933161754,-0.32378896573391197,2.5445164634092383,cds-ABJ12907.1,PA14_16840,putative lipoprotein
gene-PA14_16860,169.44168027098755,151.0505687872275,0.16575718337326667,1.1970591341880261,cds-ABJ12906.1,plsB,glycerol-3-phosphate acyltransferase
gene-PA14_16870,21.991715038064196,21.62229211234236,0.02444065013388344,0.1796393503085944,cds-ABJ12905.1,PA14_16870,putative ABC transporter ATP-binding protein
gene-PA14_16880,8.30257479802082,10.606170711177542,-0.3532731164757149,1.2913098300315462,cds-ABJ12904.1,PA14_16880,putative permease of ABC transporter
gene-PA14_16890,27.30146013922595,33.83934551927727,-0.30972354398842195,1.616677496562004,cds-ABJ12903.1,PA14_16890,putative auxiliary component of ABC transporter
gene-PA14_16910,17.93024588302139,23.648384478983008,-0.39934633829470045,1.8411215034308082,cds-ABJ12902.1,PA14_16910,hypothetical protein
gene-PA14_16920,11.192356059718042,13.464108706708828,-0.26660494353823083,0.7637245367313387,cds-ABJ12901.1,sufE,putative Fe-S center assembly protein
gene-PA14_16930,63.31315517677448,71.85808739630981,-0.18264524049580175,0.8752262030170457,cds-ABJ12900.1,csdA,putative cysteine sulfinate desulfinase
gene-PA14_16950,297.8692968308325,278.3802085312422,0.09762277742271583,0.5787958920693825,cds-ABJ12899.1,dapD,tetrahydrodipicolinate N-succinyletransferase
gene-PA14_16960,50.3006089882278,50.396144406292215,-0.0027374966485717257,0.006683150386993327,cds-ABJ12898.1,PA14_16960,putative transporter%2C LysE family
gene-PA14_16970,32.77561026076021,33.66273221898164,-0.038529633131073375,0.11849955254611064,cds-ABJ12897.1,PA14_16970,putative arsenate reductase%2C glutaredoxin family
gene-PA14_16980,15.44123371975404,16.229040382407447,-0.07178966648908669,0.5890891734531152,cds-ABJ12896.1,PA14_16980,conserved hypothetical protein
gene-PA14_16990,79.37471551757454,100.08268208298738,-0.3344409324489007,1.796095398337298,cds-ABJ12895.1,PA14_16990,hypothetical protein
gene-PA14_17000,0.8779268399059935,1.425879807590783,-0.699679115499443,1.7368498286170002,cds-ABJ12894.1,PA14_17000,hypothetical protein
gene-PA14_17010,67.15090524473094,75.5415221695395,-0.16986300372632807,0.8151274240280313,cds-ABJ12893.1,yjcE,putative putative Na(+)/H(+) exchanger protein
gene-PA14_17030,110.22407380337695,126.2857681109262,-0.19625270653484195,1.6788802234782014,cds-ABJ12892.1,dapC,succinyldiaminopimelate transaminase
gene-PA14_17040,176.2494987521421,193.28626523464322,-0.1331199691855674,1.3662311399360114,cds-ABJ12891.1,glnD,protein-P-II uridylyltransferase
gene-PA14_17050,259.5512874835565,274.6723037994159,-0.08169180116548688,0.6231187635215427,cds-ABJ12890.1,map,methionine aminopeptidase%2C type I
gene-PA14_17060,1323.1699290812242,1406.933503465506,-0.0885557906747995,0.7608724886435154,cds-ABJ12889.1,rpsB,30S ribosomal subunit protein S2
gene-PA14_17070,1054.0647518676324,879.2180263824229,0.2616706241861671,1.5004398909489927,cds-ABJ12888.1,tsf,translation elongation factor Ts
gene-PA14_17080,296.19721902753764,258.61789893019983,0.19573596718149103,2.852580176364057,cds-ABJ12887.1,pyrH,uridylate kinase
gene-PA14_17100,664.729036557651,595.0804251768653,0.15968171255423994,1.7575029818792112,cds-ABJ12886.1,frr,ribosome recycling factor
gene-PA14_17110,329.21021730946944,246.6526445391644,0.4165283546244763,1.6956091479019124,cds-ABJ12885.1,uppS,undecaprenyl pyrophosphate synthetase
gene-PA14_17120,140.54736654019382,118.83044465139331,0.2421519145583907,0.7875464777943038,cds-ABJ12884.1,cdsA,phosphatidate cytidylyltransferase
gene-PA14_17130,147.24538526438985,158.37335633061116,-0.1051072257553459,0.3638713913982929,cds-ABJ12883.1,dxr,1-deoxy-d-xylulose 5-phosphate reductoisomerase
gene-PA14_17140,259.18444427344554,242.95313793117953,0.09330106668725736,0.2213269469467615,cds-ABJ12882.1,yaeL,putative membrane-associated zinc metalloprotease
gene-PA14_17150,616.5832225914228,558.3661835951528,0.14308406351938305,0.7553222792146608,cds-ABJ12881.1,PA14_17150,putative outer membrane antigen
gene-PA14_17170,362.92603501428295,267.9750291455072,0.4375769813339514,1.7212492771936612,cds-ABJ12880.1,ompH,putative outer membrane protein OmpH
gene-PA14_17180,301.8908359180063,296.286490168263,0.02703411857268985,0.07960882225462482,cds-ABJ12879.1,lpxD,UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase
gene-PA14_17190,135.95017785754231,107.36394493926048,0.3405684484808293,1.0200139115410634,cds-ABJ12878.1,fabZ,(3R)-hydroxymyristoyl-(acyl-carrier-protein) dehydratase
gene-PA14_17210,218.59100890786294,190.98091803613133,0.19480556250265912,0.6967852277394143,cds-ABJ12877.1,lpxA,UDP-N-acetylglucosamine acetyltransferase
gene-PA14_17220,186.19078186376237,175.70474106718916,0.08362852735372703,0.1836916565957019,cds-ABJ12876.1,lpxB,lipid A-disaccharide synthase
gene-PA14_17230,157.50376878071057,138.52197881782072,0.18527144682886337,0.45739416498506263,cds-ABJ12875.1,rnhB,ribonuclease HII
gene-PA14_17250,229.06496515459378,190.69762543525425,0.2644699387311258,1.6002464944134671,cds-ABJ12874.1,yaaJ,putative Na+/alanine symporter
gene-PA14_17260,420.66763826267135,377.3693143062506,0.1567037209061879,1.390356874951429,cds-ABJ12873.1,dnaE,DNA polymerase III%2C alpha subunit
gene-PA14_17270,261.67790995026854,234.65706721019623,0.15723823004608753,2.964291224299672,cds-ABJ12872.1,accA,acetyl-CoA carboxylase%2C carboxyl transferase%2C alpha subunit
gene-PA14_17280,60.645642277605056,76.51613325047278,-0.3353599803301352,1.4146658013625129,cds-ABJ12871.1,mesJ,putative cell cycle protein
gene-PA14_17290,612.3179406746636,559.8212798591744,0.12931462638203878,2.122953632907555,cds-ABJ12870.1,pyrG,CTP synthase
gene-PA14_17310,294.3976595800771,265.5199986647857,0.14894567440781417,1.892137531137718,cds-ABJ12869.1,kdsA,2-dehydro-3-deoxyphosphooctonate aldolase
gene-PA14_17320,973.8606602630011,760.8034839256989,0.35619151350852973,3.5659185366602033,cds-ABJ12868.1,eno,enolase
gene-PA14_17330,51.509373878363846,60.690592490138926,-0.23663789718657738,1.1255642813100881,cds-ABJ12867.1,PA14_17330,putative septum formation initiator
gene-PA14_17340,38.62791950992375,39.991109557556555,-0.050035331679867026,0.09719594402327293,cds-ABJ12866.1,ispD,4-diphosphocytidyl-2-methyl-D-erithritol synthase
gene-PA14_17350,13.210427600230451,23.60976284663418,-0.8377063367177918,2.2669901410756084,cds-ABJ12865.1,PA14_17350,putative redox protein
gene-PA14_17370,59.86210507417476,119.45184261223453,-0.9967141784818948,1.806314912328464,cds-ABJ12864.1,yedE,putative transport permease protein
gene-PA14_17380,10.726142330074415,13.853224809708763,-0.3690905188234148,1.4650502895651991,cds-ABJ12863.1,PA14_17380,putative transcriptional regulator%2C LysR family
gene-PA14_17400,237.9862654393439,262.73231085713377,-0.14271531790787154,0.8834384217810494,cds-ABJ12862.1,adhC,alcohol dehydrogenase class III
gene-PA14_17410,91.31703789255239,108.466458987794,-0.24829301763511497,1.2389948366690369,cds-ABJ12861.1,PA14_17410,putative esterase
gene-PA14_17420,54.98667268820751,57.634682650701656,-0.06785524808550646,0.5911256376790731,cds-ABJ12860.1,ispF,2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase
gene-PA14_17440,115.65671166222944,116.73279140990951,-0.01336089605963841,0.07363949622767017,cds-ABJ12859.1,PA14_17440,putative tRNA pseudouridine synthase D
gene-PA14_17450,97.63252755202238,75.2445400135564,0.37577497708319035,1.7103263954177437,cds-ABJ12858.1,surE,putative stationary-phase survival protein SurE
gene-PA14_17460,213.36436483447127,149.18739688720564,0.5161935766867403,1.7641655548240631,cds-ABJ12857.1,pcm,L-isoaspartate protein carboxylmethyltransferase type II
gene-PA14_17470,2617.7470479037506,2029.9162051652918,0.3669055224133526,1.3885108966168374,cds-ABJ12856.1,nlpD,putative lipoprotein NlpD
gene-PA14_17480,2936.4702046428624,2959.157453603355,-0.011103463453294226,0.027451053238062476,cds-ABJ12855.1,rpoS,sigma factor RpoS
gene-PA14_17490,157.82612945534058,142.23923408397982,0.1500166137097832,1.0803832154185145,cds-ABJ12854.1,fdxA,ferredoxin I
gene-PA14_17500,216.995141592909,198.9465099030225,0.12528215102968485,0.6694490737680049,cds-ABJ12853.1,mutS,DNA mismatch repair protein MutS
gene-PA14_17510,46.442407071459535,44.098647070371214,0.07470835103826706,0.41331356234928496,cds-ABJ12852.1,PA14_17510,putative TolB-like translocation protein
gene-PA14_17520,33.302193583715315,35.43271616188696,-0.0894648502193185,0.3634063289402874,cds-ABJ12851.1,cinA,putative competence-damaged protein
gene-PA14_17530,510.382395237809,415.1105617164065,0.298082926924722,2.174134331484401,cds-ABJ12850.1,recA,RecA protein
gene-PA14_17540,61.564105324317545,49.3422511213083,0.3192658966981673,1.316432599117557,cds-ABJ12849.1,recX,putative recX protein
gene-PA14_17550,193.32351844686795,393.5804147676576,-1.0256412708180123,3.9114161486149106,cds-ABJ12848.1,PA14_17550,putative lysine decarboxylase
gene-PA14_17570,277.87201539830335,1103.84611321608,-1.9900466040623714,4.233502842546264,cds-ABJ12847.1,PA14_17570,putative metallo-beta-lactamase superfamily protein
gene-PA14_17580,587.2908713037905,2161.0988267687753,-1.8796179279159702,3.232195940201782,cds-ABJ12846.1,PA14_17580,conserved hypothetical protein
gene-PA14_17590,29.457622051588555,20.083933949482823,0.5525990659016448,3.4924274331972964,cds-ABJ12845.1,PA14_17590,conserved hypothetical protein
gene-PA14_17600,100.25720360513621,50.77342175566839,0.9815604902244522,3.4434228049039413,cds-ABJ12844.1,PA14_17600,putative secreted protein
gene-PA14_17610,11.42403183643619,14.062973478510253,-0.2998297416235988,0.7136678363290819,cds-ABJ12843.1,potD,polyamine ABC transporter protein
gene-PA14_17620,2.302265397691632,2.023518022450015,0.18618836697640126,0.270598357795112,cds-ABJ12842.1,potC,polyamine transport protein PotC
gene-PA14_17630,3.1602677303268525,4.565054392594475,-0.5305851233893345,0.858559687653569,cds-ABJ12841.1,potB,polyamine transport protein PotB
gene-PA14_17640,5.157719892579097,4.4713609789175015,0.2060193603415728,0.5137793545836691,cds-ABJ12840.1,potA,polyamine transport protein PotA
gene-PA14_17650,15.028128274092834,15.26825881858715,-0.02287021066315826,0.040062192086492046,cds-ABJ12839.1,PA14_17650,conserved hypothetical protein
gene-PA14_17660,29.517932346461105,24.41736376449158,0.273684210382565,0.9610831630011802,cds-ABJ12838.1,PA14_17660,putative transmembrane protein
gene-PA14_17670,122.33792551512512,103.19961273766258,0.24543415842994404,2.732128886454127,cds-ABJ12837.1,PA14_17670,putative DNA-binding response regulator%2C LuxR family
gene-PA14_17675,16.777987002802444,16.87137957785326,-0.008008313765413548,0.015890901436837256,cds-ABJ15695.1,dgkA,diacylglycerol kinase
gene-PA14_17690,183.50064313195165,204.13303808535736,-0.15372457524903477,1.2439155754343354,cds-ABJ12836.1,PA14_17690,putative glutamate synthase%2C large subunit
gene-PA14_17700,4.740231506948824,7.151909706299024,-0.5933708989052219,2.0465224639055206,cds-ABJ12835.1,rpmE,putative ribosomal protein%2C L31P family
gene-PA14_17710,2.377748738085301,2.9674924380916585,-0.31964796178576255,1.1279624265275359,cds-ABJ12834.1,PA14_17710,putative 50S ribosomal protein L36
gene-PA14_17720,30.387796238850356,32.079596288543094,-0.07816393093439634,0.4221433340494199,cds-ABJ12833.1,PA14_17720,putative transcriptional regulator%2C LuxR family
gene-PA14_17730,22.981491816526432,15.821822276339416,0.538556651693474,0.874559898990577,cds-ABJ12832.1,PA14_17730,putative carbon-nitrogen hydrolase family protein
gene-PA14_17740,7.870876972769551,3.744139149626777,1.0718901332253812,1.5115762060678646,cds-ABJ12831.1,ycjJ,putative amino acid/amine transport protein
gene-PA14_17760,10.175957579410728,12.427466924461163,-0.28836767614946474,0.9060742480291036,cds-ABJ12830.1,ada,putative methylated-DNA--protein-cysteine methyltransferase
gene-PA14_17780,3.4974892711572174,4.985878199211261,-0.5115278837130917,0.771251174893896,cds-ABJ12829.1,PA14_17780,putative major facilitator family transporter
gene-PA14_17790,14.383398382444353,11.071378279850682,0.3775697181870128,1.3111432288387428,cds-ABJ12828.1,PA14_17790,putative LysR-family transcriptional regulator
gene-PA14_17810,4.813765346270275,4.103960606649978,0.23014888239223522,1.1565235258991315,cds-ABJ12827.1,PA14_17810,putative acyl-CoA dehydrogenase
gene-PA14_17820,3.7743642906214885,3.571534972900892,0.07968940408455032,0.1131100349546788,cds-ABJ12826.1,PA14_17820,putative L-carnitine dehydratase
gene-PA14_17850,1.145071879842195,1.325644184857757,-0.21125525826066138,0.5510340529691006,cds-ABJ12825.1,fadB,putative enoyl-CoA hydratase/isomerase family protein
gene-PA14_17860,9.071794432356436,10.16645849996123,-0.16435733047298662,0.9209191628768245,cds-ABJ12824.1,paaH,putative 3-hydroxyacyl-CoA dehydrogenase
gene-PA14_17880,1.4190615574298053,1.307268019400354,0.11838212943980904,0.26619148884696175,cds-ABJ12823.1,paaJ,acetyl-CoA acetyltransferase (thiolase)
gene-PA14_17890,2.58350992921673,4.292741552754275,-0.7325666647783273,1.3090633749225749,cds-ABJ12822.1,PA14_17890,putative porin
gene-PA14_17900,95.42717596776151,116.571791786701,-0.28874663872197526,1.3034746406254047,cds-ABJ12821.1,metR,transcriptional regulator MetR
gene-PA14_17910,2.1933434828971614,2.627888159331644,-0.26077200840774367,0.31973704719604196,cds-ABJ12820.1,lipG,putative hydrolase%2C alpha/beta fold family
gene-PA14_17920,7.443150093336469,12.890661994948672,-0.7923410384844867,1.600614857573632,cds-ABJ12819.1,glpM,membrane protein GlpM
gene-PA14_17930,11.152604246438058,208.28863858293775,-4.2231314857932825,2.0462800560426273,cds-ABJ12818.1,glpD,glycerol-3-phosphate dehydrogenase
gene-PA14_17940,49.50468665956174,45.79100443969082,0.1125008993858967,0.4311690935800972,cds-ABJ12817.1,glpR,glycerol-3-phosphate regulon repressor
gene-PA14_17960,56.69011486730883,111.20283567108362,-0.9720244671764349,2.9435986255294226,cds-ABJ12816.1,glpK,glycerol kinase
gene-PA14_17980,13.751578339082556,69.85553566234798,-2.3447771472834047,2.712419866376766,cds-ABJ12815.1,glpF,glycerol uptake facilitator protein
gene-PA14_17990,19.12862214132175,19.82172102335585,-0.05134926919164201,0.15580444364692994,cds-ABJ12814.1,ybaK,conserved hypothetical protein
gene-PA14_18010,35.24912204191801,42.12047337107519,-0.2569343190504181,2.0377096919692157,cds-ABJ12813.1,glpK,putative glycerol kinase
gene-PA14_18020,51.52799251854487,53.88038050309859,-0.06440365035182072,0.21382373289294804,cds-ABJ12812.1,PA14_18020,putative phenazine biosynthesis protein%2C PhzF family
gene-PA14_18040,4.47564059470581,9.21646772638354,-1.0421195781934678,1.573351526914116,cds-ABJ12811.1,PA14_18040,hypothetical protein
gene-PA14_18050,53.08080491157224,83.36357556939446,-0.651226900281053,2.2476238720804806,cds-ABJ12810.1,PA14_18050,hypothetical protein
gene-PA14_18060,15.379224851715145,18.077307108172647,-0.2331969781555371,0.5168611834786316,cds-ABJ12809.1,PA14_18060,putative cytochrome B561
gene-PA14_18070,15.015357134125315,45.044216389987945,-1.5849030243715405,0.49791032919178313,cds-ABJ12808.1,PA14_18070,putative periplasmic metal-binding protein
gene-PA14_18080,43.39695253475287,35.70925307697053,0.2812957709285991,1.3223758691183718,cds-ABJ12807.1,PA14_18080,putative transcriptional regulator%2C TetR family
